,rate_marriage,age,yrs_married,children,religious,affairs
697,4,22.0,6.0,1.0,2,1
698,1,32.0,16.5,3.0,1,1
699,5,22.0,2.5,0.0,2,1
700,4,42.0,16.5,3.0,2,1
701,4,32.0,13.0,2.0,4,1
702,4,32.0,9.0,2.0,2,1
703,2,42.0,23.0,4.0,1,1
704,3,42.0,16.5,2.0,2,1
705,4,42.0,16.5,1.0,3,1
706,4,32.0,13.0,3.0,2,1
707,4,27.0,2.5,0.0,2,1
708,4,27.0,6.0,1.0,1,1
709,5,27.0,6.0,0.0,2,1
710,4,27.0,6.0,0.0,3,1
711,5,27.0,6.0,0.0,2,1
712,4,27.0,6.0,2.0,2,1
713,4,42.0,23.0,1.0,3,1
714,5,22.0,6.0,1.0,3,1
715,3,37.0,16.5,3.0,3,1
716,4,27.0,9.0,2.0,3,1
717,4,42.0,13.0,0.0,3,1
718,4,27.0,2.5,0.0,2,1
719,2,32.0,13.0,3.0,2,1
720,4,37.0,16.5,4.0,2,1
721,2,22.0,2.5,0.0,2,1
722,5,42.0,23.0,1.0,3,1
723,3,27.0,6.0,2.0,1,1
724,3,22.0,2.5,0.0,2,1
725,4,32.0,9.0,2.0,1,1
726,4,27.0,9.0,1.0,1,1
727,5,27.0,6.0,0.0,3,1
728,4,37.0,13.0,2.0,3,1
729,3,42.0,23.0,2.0,2,1
730,5,22.0,2.5,0.0,1,1
731,2,37.0,23.0,5.5,2,1
732,4,32.0,2.5,0.0,2,1
733,4,27.0,2.5,0.0,3,1
734,2,27.0,2.5,0.0,2,1
735,3,22.0,2.5,0.0,3,1
736,3,42.0,23.0,5.5,2,1
737,3,37.0,16.5,3.0,3,1
738,2,27.0,9.0,0.0,2,1
739,2,37.0,16.5,3.0,1,1
740,3,22.0,2.5,2.0,3,1
741,4,22.0,6.0,0.0,3,1
742,4,37.0,16.5,4.0,1,1
743,4,27.0,9.0,3.0,3,1
744,4,22.0,2.5,0.0,1,1
745,2,42.0,23.0,4.0,2,1
746,5,27.0,6.0,0.0,2,1
747,2,27.0,6.0,1.0,1,1
748,3,32.0,16.5,2.0,2,1
749,4,37.0,23.0,5.5,2,1
750,4,17.5,2.5,0.0,1,1
751,5,22.0,2.5,1.0,1,1
752,4,22.0,2.5,0.0,2,1
753,3,27.0,9.0,2.0,2,1
754,2,32.0,9.0,2.0,2,1
755,5,22.0,2.5,0.0,1,1
756,3,22.0,2.5,1.0,3,1
757,3,27.0,9.0,2.0,3,1
758,4,27.0,16.5,5.5,2,1
759,4,32.0,13.0,2.0,3,1
760,4,27.0,9.0,2.0,2,1
761,5,32.0,13.0,2.0,2,1
762,4,27.0,6.0,1.0,3,1
763,4,32.0,13.0,3.0,4,1
764,3,27.0,2.5,1.0,2,1
765,3,42.0,23.0,3.0,2,1
766,4,27.0,2.5,0.0,1,1
767,4,22.0,2.5,0.0,1,1
768,5,32.0,13.0,2.0,1,1
769,3,32.0,9.0,2.0,2,1
770,3,37.0,16.5,2.0,2,1
771,2,42.0,23.0,3.0,3,1
772,5,32.0,16.5,2.0,4,1
773,4,22.0,2.5,1.0,3,1
774,5,27.0,9.0,2.0,2,1
775,4,32.0,16.5,3.0,2,1
776,5,32.0,16.5,4.0,3,1
777,3,32.0,16.5,3.0,2,1
778,4,42.0,23.0,2.0,3,1
779,4,37.0,16.5,4.0,1,1
780,5,27.0,2.5,0.0,2,1
781,3,22.0,2.5,0.0,2,1
782,5,37.0,23.0,5.5,2,1
783,4,42.0,23.0,2.0,2,1
784,4,22.0,6.0,2.0,1,1
785,5,27.0,6.0,1.0,4,1
786,5,42.0,23.0,3.0,3,1
787,3,27.0,6.0,2.0,2,1
788,4,27.0,6.0,2.0,1,1
789,2,42.0,16.5,1.0,2,1
790,2,37.0,16.5,4.0,2,1
791,1,32.0,13.0,2.0,1,1
792,3,37.0,16.5,4.0,4,1
793,4,27.0,9.0,1.0,1,1
794,2,27.0,2.5,0.0,3,1
795,3,32.0,16.5,5.5,4,1
796,4,22.0,2.5,0.0,2,1
797,4,27.0,6.0,0.0,3,1
798,5,32.0,9.0,0.0,3,1
799,3,22.0,6.0,0.0,2,1
800,4,22.0,2.5,2.0,2,1
801,4,42.0,23.0,1.0,2,1
802,3,27.0,6.0,0.0,2,1
803,4,37.0,23.0,5.5,2,1
804,4,22.0,2.5,1.0,3,1
805,5,27.0,9.0,2.0,2,1
806,4,22.0,2.5,0.0,2,1
807,3,27.0,9.0,2.0,3,1
808,4,22.0,6.0,1.0,2,1
809,4,27.0,6.0,2.0,3,1
810,3,42.0,23.0,2.0,2,1
811,4,22.0,6.0,1.0,2,1
812,4,32.0,13.0,3.0,2,1
813,5,42.0,23.0,4.0,3,1
814,4,27.0,13.0,2.0,3,1
815,4,27.0,9.0,1.0,2,1
816,4,27.0,9.0,1.0,2,1
817,5,22.0,2.5,0.0,3,1
818,3,32.0,13.0,2.0,3,1
819,3,42.0,23.0,4.0,2,1
820,3,27.0,6.0,0.0,2,1
821,5,42.0,23.0,2.0,2,1
822,3,37.0,16.5,5.5,3,1
823,4,22.0,2.5,0.0,2,1
824,5,42.0,23.0,2.0,2,1
825,5,27.0,2.5,0.0,1,1
826,4,32.0,23.0,3.0,4,1
827,5,22.0,2.5,0.0,2,1
828,4,37.0,16.5,5.5,2,1
829,4,22.0,2.5,1.0,3,1
830,2,27.0,6.0,2.0,2,1
831,5,32.0,16.5,3.0,3,1
832,3,27.0,6.0,1.0,3,1
833,3,27.0,2.5,2.0,1,1
834,5,42.0,23.0,5.5,3,1
835,3,17.5,2.5,0.0,1,1
836,3,37.0,23.0,3.0,2,1
837,5,27.0,6.0,0.0,3,1
838,4,37.0,16.5,1.0,2,1
839,3,32.0,16.5,2.0,2,1
840,3,27.0,2.5,0.0,1,1
841,4,32.0,16.5,4.0,3,1
842,3,32.0,16.5,2.0,2,1
843,4,17.5,2.5,1.0,1,1
844,3,22.0,2.5,1.0,2,1
845,5,37.0,16.5,2.0,2,1
846,5,37.0,16.5,2.0,3,1
847,5,22.0,2.5,0.0,4,1
848,4,27.0,2.5,0.0,1,1
849,4,22.0,2.5,1.0,2,1
850,4,37.0,16.5,3.0,3,1
851,3,22.0,6.0,1.0,3,1
852,4,27.0,6.0,1.0,1,1
853,1,42.0,23.0,3.0,3,1
854,3,22.0,6.0,2.0,3,1
855,3,22.0,2.5,1.0,2,1
856,4,22.0,2.5,1.0,3,1
857,2,22.0,2.5,2.0,1,1
858,5,22.0,2.5,1.0,3,1
859,4,22.0,2.5,0.0,3,1
860,4,42.0,23.0,5.5,3,1
861,3,27.0,9.0,1.0,1,1
862,3,37.0,23.0,4.0,2,1
863,4,37.0,16.5,3.0,3,1
864,5,22.0,2.5,1.0,2,1
865,2,27.0,2.5,0.0,1,1
866,5,22.0,2.5,1.0,2,1
867,4,22.0,2.5,1.0,3,1
868,4,27.0,6.0,2.0,2,1
869,5,22.0,2.5,0.0,3,1
870,4,27.0,6.0,1.0,3,1
871,5,42.0,23.0,3.0,2,1
872,5,37.0,16.5,4.0,2,1
873,2,27.0,6.0,0.0,1,1
874,4,32.0,16.5,3.0,4,1
875,5,37.0,16.5,5.5,3,1
876,5,27.0,2.5,2.0,2,1
877,3,27.0,9.0,2.0,2,1
878,4,32.0,13.0,4.0,3,1
879,5,27.0,9.0,1.0,3,1
880,5,32.0,6.0,3.0,1,1
881,4,32.0,16.5,3.0,1,1
882,3,27.0,9.0,0.0,1,1
883,4,32.0,13.0,1.0,3,1
884,3,42.0,23.0,2.0,3,1
885,3,22.0,6.0,1.0,2,1
886,4,37.0,23.0,3.0,3,1
887,5,42.0,23.0,3.0,3,1
888,2,22.0,6.0,0.0,2,1
889,3,37.0,13.0,2.0,2,1
890,3,32.0,13.0,2.0,2,1
891,3,22.0,2.5,0.0,2,1
892,3,42.0,23.0,5.5,3,1
893,2,32.0,16.5,2.0,2,1
894,4,27.0,6.0,2.0,3,1
895,4,37.0,16.5,3.0,4,1
896,5,37.0,23.0,3.0,1,1
897,3,22.0,2.5,0.0,3,1
898,3,22.0,2.5,0.0,2,1
899,4,22.0,9.0,3.0,2,1
900,3,42.0,23.0,2.0,1,1
901,4,32.0,13.0,1.0,1,1
902,3,22.0,2.5,1.0,2,1
903,2,37.0,13.0,3.0,2,1
904,5,42.0,23.0,2.0,3,1
905,2,37.0,16.5,3.0,3,1
906,3,27.0,6.0,1.0,2,1
907,5,22.0,2.5,0.0,2,1
908,3,22.0,2.5,1.0,3,1
909,4,32.0,13.0,3.0,1,1
910,5,27.0,9.0,2.0,1,1
911,4,22.0,2.5,0.0,3,1
912,5,42.0,23.0,3.0,3,1
913,3,22.0,2.5,1.0,3,1
914,4,27.0,6.0,1.0,2,1
915,4,37.0,16.5,3.0,3,1
916,5,27.0,6.0,1.0,3,1
917,4,22.0,2.5,4.0,3,1
918,2,32.0,9.0,2.0,2,1
919,4,22.0,2.5,1.0,3,1
920,4,27.0,6.0,0.0,2,1
921,3,27.0,2.5,0.0,2,1
922,4,22.0,2.5,2.0,2,1
923,2,22.0,6.0,1.0,2,1
924,4,32.0,6.0,1.0,3,1
925,5,22.0,6.0,0.0,2,1
926,4,32.0,9.0,2.0,2,1
927,2,42.0,23.0,4.0,2,1
928,1,37.0,23.0,4.0,2,1
929,4,37.0,23.0,2.0,2,1
930,4,27.0,9.0,0.0,2,1
931,2,22.0,6.0,2.0,2,1
932,3,27.0,6.0,3.0,3,1
933,4,22.0,2.5,5.5,3,1
934,5,22.0,6.0,2.0,3,1
935,3,27.0,6.0,1.0,2,1
936,3,22.0,2.5,0.0,3,1
937,4,32.0,16.5,5.5,2,1
938,4,27.0,9.0,2.0,3,1
939,2,37.0,23.0,3.0,3,1
940,3,37.0,23.0,4.0,3,1
941,3,32.0,16.5,5.5,2,1
942,3,22.0,2.5,0.0,2,1
943,5,37.0,23.0,4.0,3,1
944,5,22.0,2.5,0.0,3,1
945,5,27.0,9.0,1.0,3,1
946,5,32.0,13.0,3.0,1,1
947,3,32.0,16.5,2.0,3,1
948,5,32.0,16.5,2.0,1,1
949,4,27.0,6.0,0.0,2,1
950,4,22.0,2.5,0.0,3,1
951,2,22.0,2.5,0.0,3,1
952,4,37.0,16.5,2.0,3,1
953,5,27.0,6.0,1.0,4,1
954,3,22.0,6.0,1.0,3,1
955,2,32.0,9.0,2.0,3,1
956,4,27.0,6.0,2.0,1,1
957,3,27.0,2.5,0.0,1,1
958,2,22.0,6.0,1.0,3,1
959,3,27.0,9.0,2.0,3,1
960,3,37.0,23.0,4.0,1,1
961,3,42.0,23.0,5.5,4,1
962,5,22.0,2.5,1.0,3,1
963,4,37.0,16.5,3.0,2,1
964,5,27.0,6.0,0.0,2,1
965,3,22.0,2.5,0.0,2,1
966,3,32.0,16.5,3.0,2,1
967,5,27.0,6.0,0.0,3,1
968,2,42.0,23.0,3.0,2,1
969,4,27.0,2.5,0.0,3,1
970,5,22.0,2.5,0.0,3,1
971,3,27.0,6.0,1.0,3,1
972,5,32.0,13.0,1.0,2,1
973,2,32.0,2.5,0.0,3,1
974,2,27.0,9.0,2.0,2,1
975,5,22.0,2.5,0.0,2,1
976,4,27.0,2.5,0.0,2,1
977,4,27.0,0.5,0.0,3,1
978,4,32.0,13.0,2.0,4,1
979,3,27.0,9.0,1.0,3,1
980,3,32.0,13.0,2.0,2,1
981,5,27.0,9.0,2.0,2,1
982,5,22.0,6.0,1.0,2,1
983,3,32.0,13.0,0.0,1,1
984,3,37.0,23.0,2.0,3,1
985,5,32.0,16.5,1.0,3,1
986,3,32.0,16.5,3.0,1,1
987,5,22.0,6.0,0.0,1,1
988,4,37.0,13.0,0.0,2,1
989,3,42.0,23.0,3.0,2,1
990,4,22.0,2.5,0.0,3,1
991,4,27.0,13.0,3.0,3,1
992,2,42.0,23.0,1.0,1,1
993,2,27.0,9.0,2.0,3,1
994,5,27.0,6.0,1.0,2,1
995,5,37.0,13.0,4.0,2,1
996,2,22.0,6.0,1.0,2,1
997,3,17.5,2.5,0.0,4,1
998,5,22.0,2.5,1.0,3,1
999,3,27.0,6.0,0.0,3,1
1000,5,27.0,9.0,0.0,1,1
1001,3,32.0,13.0,3.0,2,1
1002,4,37.0,23.0,3.0,3,1
1003,4,42.0,23.0,1.0,2,1
1004,3,32.0,9.0,2.0,3,1
1005,5,42.0,23.0,3.0,4,1
1006,4,27.0,9.0,2.0,2,1
1007,4,32.0,16.5,3.0,3,1
1008,2,22.0,2.5,0.0,1,1
1009,3,37.0,16.5,3.0,2,1
1010,3,22.0,2.5,0.0,2,1
1011,4,27.0,6.0,0.0,1,1
1012,5,32.0,13.0,3.0,3,1
1013,5,42.0,23.0,3.0,2,1
1014,5,22.0,2.5,1.0,3,1
1015,4,42.0,23.0,2.0,3,1
1016,4,32.0,16.5,2.0,4,1
1017,3,27.0,2.5,2.0,1,1
1018,5,42.0,16.5,2.0,1,1
1019,5,22.0,2.5,0.0,2,1
1020,3,22.0,2.5,0.0,1,1
1021,4,27.0,2.5,0.0,2,1
1022,3,27.0,6.0,1.0,3,1
1023,4,42.0,23.0,2.0,3,1
1024,2,37.0,2.5,1.0,3,1
1025,2,42.0,23.0,2.0,3,1
1026,1,42.0,23.0,2.0,1,1
1027,5,27.0,13.0,1.0,1,1
1028,5,32.0,9.0,1.0,3,1
1029,3,27.0,9.0,1.0,1,1
1030,4,27.0,9.0,2.0,2,1
1031,4,27.0,6.0,2.0,3,1
1032,4,27.0,9.0,1.0,2,1
1033,2,37.0,16.5,3.0,2,1
1034,3,27.0,9.0,2.0,3,1
1035,5,27.0,6.0,1.0,2,1
1036,3,37.0,23.0,2.0,2,1
1037,4,27.0,13.0,1.0,4,1
1038,4,22.0,0.5,0.0,1,1
1039,5,42.0,23.0,5.5,4,1
1040,4,32.0,13.0,2.0,1,1
1041,4,27.0,9.0,2.0,1,1
1042,5,22.0,6.0,2.0,3,1
1043,2,37.0,16.5,2.0,1,1
1044,3,32.0,13.0,2.0,2,1
1045,4,27.0,9.0,0.0,1,1
1046,3,42.0,23.0,2.0,3,1
1047,4,27.0,9.0,2.0,3,1
1048,5,22.0,6.0,0.0,3,1
1049,4,42.0,23.0,3.0,3,1
1050,4,37.0,16.5,2.0,2,1
1051,4,42.0,16.5,1.0,2,1
1052,4,37.0,16.5,5.5,2,1
1053,2,32.0,13.0,1.0,2,1
1054,2,32.0,9.0,2.0,1,1
1055,4,42.0,23.0,2.0,1,1
1056,4,42.0,23.0,2.0,2,1
1057,5,22.0,2.5,0.0,1,1
1058,4,27.0,6.0,1.0,2,1
1059,4,22.0,6.0,2.0,4,1
1060,5,37.0,23.0,4.0,3,1
1061,3,42.0,23.0,2.0,1,1
1062,4,32.0,9.0,0.0,2,1
1063,4,22.0,2.5,0.0,1,1
1064,5,27.0,6.0,1.0,3,1
1065,5,27.0,2.5,0.0,3,1
1066,5,22.0,2.5,1.0,2,1
1067,5,27.0,6.0,0.0,1,1
1068,3,32.0,13.0,2.0,4,1
1069,4,32.0,16.5,2.0,3,1
1070,5,32.0,13.0,2.0,2,1
1071,4,32.0,16.5,2.0,4,1
1072,3,32.0,13.0,2.0,2,1
1073,3,42.0,23.0,4.0,3,1
1074,5,27.0,9.0,1.0,1,1
1075,4,32.0,16.5,2.0,2,1
1076,5,42.0,23.0,3.0,3,1
1077,3,32.0,13.0,4.0,2,1
1078,3,32.0,16.5,2.0,1,1
1079,5,32.0,6.0,1.0,1,1
1080,4,27.0,6.0,1.0,2,1
1081,2,27.0,9.0,1.0,1,1
1082,5,27.0,6.0,0.0,2,1
1083,4,27.0,16.5,2.0,3,1
1084,4,32.0,13.0,1.0,3,1
1085,4,37.0,16.5,2.0,2,1
1086,3,27.0,6.0,0.0,4,1
1087,3,37.0,23.0,4.0,2,1
1088,3,27.0,6.0,0.0,3,1
1089,5,22.0,2.5,0.0,3,1
1090,4,32.0,9.0,1.0,2,1
1091,4,27.0,9.0,1.0,3,1
1092,5,27.0,13.0,2.0,2,1
1093,5,22.0,2.5,2.0,1,1
1094,4,22.0,6.0,2.0,2,1
1095,2,32.0,16.5,1.0,4,1
1096,3,27.0,2.5,0.0,2,1
1097,3,27.0,13.0,1.0,2,1
1098,4,37.0,23.0,1.0,1,1
1099,4,27.0,6.0,0.0,3,1
1100,4,22.0,6.0,0.0,2,1
1101,5,42.0,16.5,2.0,3,1
1102,2,37.0,16.5,1.0,2,1
1103,1,32.0,13.0,3.0,3,1
1104,5,22.0,2.5,1.0,3,1
1105,4,22.0,2.5,0.0,2,1
1106,3,22.0,2.5,0.0,2,1
1107,5,37.0,16.5,2.0,3,1
1108,4,17.5,2.5,0.0,2,1
1109,5,42.0,23.0,2.0,3,1
1110,3,32.0,13.0,2.0,3,1
1111,3,42.0,23.0,3.0,2,1
1112,4,27.0,2.5,0.0,3,1
1113,5,42.0,13.0,0.0,2,1
1114,2,32.0,9.0,2.0,4,1
1115,3,27.0,6.0,1.0,3,1
1116,2,27.0,9.0,3.0,3,1
1117,3,27.0,6.0,2.0,3,1
1118,5,27.0,9.0,2.0,1,1
1119,2,27.0,13.0,1.0,3,1
1120,4,27.0,13.0,2.0,2,1
1121,5,22.0,2.5,0.0,3,1
1122,4,27.0,9.0,0.0,3,1
1123,3,27.0,9.0,2.0,3,1
1124,3,22.0,2.5,0.0,2,1
1125,3,27.0,6.0,1.0,3,1
1126,4,27.0,6.0,0.0,2,1
1127,4,32.0,16.5,3.0,3,1
1128,4,32.0,16.5,2.0,3,1
1129,3,42.0,16.5,2.0,4,1
1130,3,32.0,6.0,2.0,3,1
1131,3,37.0,23.0,4.0,4,1
1132,1,42.0,16.5,1.0,2,1
1133,2,42.0,23.0,5.5,3,1
1134,5,37.0,16.5,4.0,4,1
1135,5,42.0,23.0,1.0,3,1
1136,3,22.0,2.5,1.0,2,1
1137,5,22.0,2.5,0.0,2,1
1138,2,27.0,6.0,1.0,2,1
1139,1,32.0,13.0,2.0,2,1
1140,3,32.0,16.5,2.0,2,1
1141,5,27.0,9.0,1.0,3,1
1142,3,22.0,6.0,1.0,1,1
1143,4,27.0,6.0,2.0,3,1
1144,4,37.0,16.5,2.0,4,1
1145,4,22.0,2.5,0.0,3,1
1146,1,42.0,23.0,3.0,3,1
1147,2,22.0,2.5,0.0,2,1
1148,4,37.0,13.0,1.0,3,1
1149,2,27.0,6.0,1.0,2,1
1150,5,27.0,9.0,2.0,3,1
1151,3,42.0,23.0,3.0,3,1
1152,3,42.0,16.5,2.0,3,1
1153,2,32.0,16.5,1.0,1,1
1154,4,22.0,2.5,1.0,2,1
1155,5,42.0,23.0,3.0,4,1
1156,4,27.0,13.0,2.0,3,1
1157,1,32.0,13.0,1.0,2,1
1158,3,42.0,23.0,5.5,2,1
1159,5,37.0,23.0,2.0,3,1
1160,5,22.0,2.5,0.0,1,1
1161,3,27.0,6.0,0.0,2,1
1162,4,22.0,2.5,1.0,1,1
1163,5,37.0,13.0,2.0,1,1
1164,4,42.0,23.0,3.0,2,1
1165,3,27.0,6.0,2.0,3,1
1166,4,27.0,6.0,2.0,2,1
1167,2,27.0,2.5,1.0,3,1
1168,5,42.0,23.0,4.0,1,1
1169,3,42.0,13.0,0.0,3,1
1170,5,27.0,6.0,0.0,3,1
1171,4,22.0,2.5,0.0,3,1
1172,3,27.0,13.0,3.0,3,1
1173,3,32.0,9.0,0.0,2,1
1174,1,37.0,16.5,1.0,3,1
1175,3,37.0,23.0,2.0,3,1
1176,2,32.0,16.5,2.0,2,1
1177,3,27.0,6.0,0.0,1,1
1178,4,42.0,16.5,3.0,2,1
1179,1,42.0,16.5,1.0,3,1
1180,3,32.0,16.5,3.0,4,1
1181,5,27.0,6.0,1.0,4,1
1182,2,32.0,16.5,2.0,2,1
1183,2,17.5,2.5,0.0,2,1
1184,4,32.0,16.5,2.0,3,1
1185,3,22.0,2.5,0.0,3,1
1186,5,27.0,6.0,0.0,3,1
1187,5,37.0,23.0,3.0,3,1
1188,3,32.0,13.0,0.0,2,1
1189,4,42.0,23.0,1.0,2,1
1190,1,42.0,23.0,2.0,3,1
1191,2,37.0,23.0,3.0,2,1
1192,4,22.0,0.5,0.0,3,1
1193,5,27.0,9.0,2.0,2,1
1194,4,22.0,0.5,0.0,1,1
1195,3,27.0,9.0,2.0,2,1
1196,4,42.0,23.0,2.0,3,1
1197,4,22.0,2.5,0.0,2,1
1198,4,22.0,2.5,0.0,3,1
1199,4,27.0,13.0,2.0,3,1
1200,4,27.0,6.0,1.0,3,1
1201,3,42.0,23.0,3.0,2,1
1202,3,27.0,6.0,2.0,1,1
1203,5,42.0,23.0,2.0,2,1
1204,3,42.0,23.0,2.0,4,1
1205,5,32.0,16.5,1.0,3,1
1206,4,27.0,6.0,2.0,3,1
1207,2,37.0,23.0,3.0,1,1
1208,4,22.0,6.0,1.0,3,1
1209,2,27.0,9.0,2.0,3,1
1210,5,27.0,9.0,2.0,1,1
1211,4,27.0,2.5,0.0,3,1
1212,5,37.0,16.5,2.0,2,1
1213,3,22.0,2.5,1.0,2,1
1214,4,27.0,2.5,1.0,2,1
1215,1,27.0,6.0,1.0,1,1
1216,4,37.0,16.5,5.5,3,1
1217,5,22.0,2.5,0.0,3,1
1218,2,22.0,2.5,1.0,1,1
1219,5,42.0,16.5,2.0,3,1
1220,3,22.0,6.0,1.0,2,1
1221,3,37.0,23.0,3.0,3,1
1222,4,27.0,6.0,1.0,3,1
1223,2,32.0,16.5,4.0,2,1
1224,3,27.0,9.0,1.0,2,1
1225,5,32.0,16.5,3.0,3,1
1226,5,22.0,6.0,1.0,2,1
1227,3,27.0,13.0,3.0,2,1
1228,5,22.0,2.5,0.0,3,1
1229,4,32.0,2.5,0.0,2,1
1230,3,27.0,6.0,1.0,2,1
1231,3,27.0,6.0,2.0,3,1
1232,2,32.0,13.0,2.0,3,1
1233,4,32.0,16.5,2.0,3,1
1234,3,27.0,6.0,2.0,2,1
1235,4,27.0,9.0,2.0,1,1
1236,4,37.0,16.5,2.0,2,1
1237,3,22.0,2.5,0.0,3,1
1238,4,27.0,9.0,2.0,2,1
1239,3,32.0,16.5,4.0,2,1
1240,3,27.0,9.0,2.0,4,1
1241,4,32.0,13.0,2.0,2,1
1242,2,37.0,23.0,2.0,3,1
1243,4,22.0,2.5,0.0,1,1
1244,4,27.0,6.0,0.0,1,1
1245,4,27.0,6.0,1.0,2,1
1246,3,22.0,6.0,0.0,3,1
1247,3,42.0,23.0,3.0,2,1
1248,4,27.0,6.0,3.0,3,1
1249,4,32.0,16.5,3.0,3,1
1250,3,27.0,13.0,2.0,3,1
1251,3,27.0,16.5,2.0,4,1
1252,3,27.0,6.0,3.0,2,1
1253,5,22.0,2.5,0.0,3,1
1254,4,42.0,23.0,2.0,2,1
1255,1,22.0,2.5,1.0,3,1
1256,4,42.0,23.0,3.0,3,1
1257,3,32.0,16.5,2.0,4,1
1258,3,32.0,16.5,2.0,4,1
1259,4,22.0,2.5,1.0,2,1
1260,3,22.0,6.0,1.0,3,1
1261,4,27.0,6.0,0.0,2,1
1262,5,32.0,16.5,4.0,4,1
1263,1,27.0,6.0,1.0,3,1
1264,2,22.0,2.5,0.0,1,1
1265,5,27.0,9.0,3.0,4,1
1266,3,27.0,6.0,1.0,2,1
1267,4,32.0,16.5,2.0,1,1
1268,5,27.0,6.0,0.0,3,1
1269,4,42.0,23.0,2.0,3,1
1270,3,27.0,9.0,2.0,2,1
1271,4,27.0,9.0,0.0,3,1
1272,4,27.0,13.0,2.0,3,1
1273,5,32.0,16.5,2.0,3,1
1274,4,27.0,6.0,1.0,2,1
1275,4,42.0,23.0,4.0,4,1
1276,1,42.0,23.0,2.0,4,1
1277,2,22.0,2.5,1.0,3,1
1278,1,32.0,9.0,3.0,2,1
1279,3,27.0,6.0,1.0,3,1
1280,4,27.0,2.5,0.0,1,1
1281,5,42.0,23.0,2.0,1,1
1282,5,32.0,16.5,2.0,3,1
1283,4,32.0,16.5,2.0,4,1
1284,5,42.0,23.0,3.0,3,1
1285,4,37.0,16.5,2.0,1,1
1286,2,32.0,9.0,0.0,2,1
1287,4,37.0,16.5,2.0,4,1
1288,3,32.0,6.0,3.0,2,1
1289,5,37.0,23.0,2.0,2,1
1290,2,32.0,13.0,0.0,2,1
1291,4,32.0,13.0,2.0,3,1
1292,4,37.0,16.5,3.0,3,1
1293,4,22.0,2.5,0.0,2,1
1294,5,42.0,23.0,4.0,2,1
1295,3,32.0,16.5,2.0,4,1
1296,4,42.0,23.0,4.0,3,1
1297,5,22.0,2.5,1.0,2,1
1298,2,32.0,9.0,0.0,2,1
1299,5,32.0,13.0,1.0,2,1
1300,2,32.0,16.5,3.0,2,1
1301,5,27.0,6.0,1.0,1,1
1302,4,42.0,23.0,4.0,2,1
1303,3,27.0,6.0,1.0,2,1
1304,3,32.0,13.0,1.0,1,1
1305,2,27.0,6.0,2.0,3,1
1306,4,27.0,9.0,2.0,3,1
1307,5,22.0,2.5,1.0,1,1
1308,2,22.0,2.5,1.0,3,1
1309,5,22.0,2.5,0.0,1,1
1310,4,37.0,23.0,4.0,3,1
1311,2,32.0,16.5,4.0,3,1
1312,3,22.0,6.0,1.0,3,1
1313,3,32.0,9.0,2.0,3,1
1314,1,27.0,2.5,0.0,2,1
1315,5,42.0,23.0,2.0,3,1
1316,4,27.0,13.0,1.0,2,1
1317,4,32.0,9.0,2.0,3,1
1318,5,42.0,23.0,4.0,4,1
1319,4,27.0,6.0,2.0,3,1
1320,5,32.0,16.5,2.0,4,1
1321,5,27.0,9.0,2.0,1,1
1322,4,22.0,6.0,1.0,2,1
1323,5,32.0,13.0,2.0,1,1
1324,3,42.0,23.0,2.0,3,1
1325,4,27.0,16.5,4.0,3,1
1326,3,37.0,16.5,2.0,3,1
1327,5,27.0,6.0,2.0,3,1
1328,2,17.5,2.5,1.0,3,1
1329,4,22.0,2.5,1.0,2,1
1330,5,27.0,6.0,1.0,3,1
1331,5,27.0,6.0,2.0,2,1
1332,3,37.0,23.0,3.0,4,1
1333,3,27.0,6.0,3.0,2,1
1334,3,22.0,2.5,1.0,2,1
1335,5,27.0,13.0,3.0,1,1
1336,4,27.0,9.0,1.0,4,1
1337,1,37.0,23.0,5.5,2,1
1338,5,42.0,23.0,3.0,1,1
1339,4,27.0,2.5,0.0,1,1
1340,4,32.0,13.0,2.0,2,1
1341,3,27.0,9.0,2.0,2,1
1342,4,22.0,2.5,0.0,1,1
1343,4,22.0,2.5,0.0,1,1
1344,4,27.0,6.0,1.0,3,1
1345,4,37.0,23.0,5.5,2,1
1346,5,32.0,16.5,2.0,1,1
1347,2,22.0,6.0,2.0,4,1
1348,2,22.0,2.5,0.0,1,1
1349,4,27.0,6.0,0.0,3,1
1350,5,22.0,2.5,0.0,2,1
1351,5,42.0,23.0,3.0,3,1
1352,5,32.0,13.0,2.0,2,1
1353,5,32.0,13.0,2.0,2,1
1354,3,42.0,23.0,5.5,3,1
1355,5,22.0,2.5,1.0,1,1
1356,2,22.0,2.5,0.0,1,1
1357,3,42.0,23.0,2.0,3,1
1358,3,27.0,6.0,0.0,2,1
1359,3,27.0,13.0,0.0,3,1
1360,4,22.0,2.5,0.0,2,1
1361,3,32.0,13.0,2.0,3,1
1362,5,37.0,16.5,3.0,2,1
1363,3,27.0,9.0,1.0,3,1
1364,5,42.0,23.0,2.0,2,1
1365,5,27.0,2.5,0.0,1,1
1366,3,32.0,0.5,0.0,2,1
1367,4,32.0,13.0,2.0,3,1
1368,3,42.0,23.0,5.5,3,1
1369,1,42.0,23.0,2.0,3,1
1370,3,37.0,16.5,2.0,1,1
1371,4,27.0,9.0,1.0,1,1
1372,4,22.0,2.5,0.0,3,1
1373,4,37.0,23.0,5.5,2,1
1374,5,32.0,9.0,3.0,2,1
1375,4,37.0,9.0,3.0,3,1
